timestamp,value
2025-04-30T17:48:03.950361,93.1210401845484
2025-04-30T17:48:08.950126,53.75018515556999
2025-04-30T17:48:10.951580,97.53506621517884
2025-04-30T17:48:13.950626,47.06217837975228
2025-04-30T17:48:15.951061,49.08216335433811
2025-04-30T17:48:16.951197,4.08699319505158
2025-04-30T17:48:17.950293,78.49181540374481
2025-04-30T17:52:22.104347,87.930447977011
2025-05-03T14:36:42.775373,4.013288140827919
2025-05-03T14:36:46.774150,72.92781170845612
2025-05-03T14:36:56.775159,19.715277399986796
2025-05-03T14:36:59.774790,2.3380978599840008
2025-05-03T14:38:03.773999,20.4923012604316
2025-05-03T14:38:11.773478,64.9284234544923
2025-05-03T14:38:12.773986,47.3776068478286
2025-05-03T14:38:14.773898,95.68462223683046
2025-05-03T14:38:21.773477,63.44862366712365
2025-05-03T14:38:29.773080,32.59432194275632
2025-05-03T14:38:35.773279,31.279144666139036
2025-05-03T14:38:43.773002,72.27415420083275
2025-05-03T14:38:53.773487,37.62779337091373
2025-05-03T14:38:55.772997,17.102893557458497
2025-05-03T14:52:05.264626,49.717860379888315
2025-05-03T14:52:08.263802,79.30489906381017
2025-05-03T14:52:15.265008,72.73163428492323
