timestamp,value
2025-05-03T15:07:34.771225,3.408628248442047
2025-05-03T15:07:38.770386,26.600218859247416
2025-05-03T15:07:39.771192,53.55082676498609
2025-05-03T15:07:42.771730,31.446759182588224
2025-05-03T15:07:48.771450,12.204220452205517
2025-05-03T15:07:49.770899,5.972019105722959
2025-05-03T15:07:51.771194,71.25446932551912
2025-05-03T15:07:54.770932,78.96273487422538
2025-05-03T15:07:57.771465,8.969888443142192
2025-05-03T15:07:59.771905,15.65199539445048
2025-05-03T15:08:02.770708,64.57947642492121
2025-05-03T15:08:05.770758,55.08402370236256
2025-05-03T15:08:16.770074,41.96643619879274
2025-05-03T15:08:17.770654,69.41889663562083
2025-05-03T15:08:19.771073,57.61269577380773
2025-05-03T15:08:22.770968,56.70118870286122
2025-05-03T15:08:29.771259,43.526714807981435
2025-05-03T15:08:30.770461,82.28193523976289
2025-05-03T15:08:31.770818,37.742968680009604
2025-05-03T15:08:32.770127,16.974248628894905
2025-05-03T15:08:37.770847,2.5000026962929356
2025-05-03T15:08:41.770545,34.592148509562605
2025-05-03T15:08:44.771503,3.41391529582159
2025-05-03T15:08:53.771161,57.92738527190936
2025-05-03T15:09:00.770888,19.889269312274184
2025-05-03T15:09:09.771612,34.780012800078644
2025-05-03T15:09:12.770979,58.8924002392189
2025-05-03T15:09:14.771409,20.9302680215367
2025-05-03T15:09:22.770102,27.56151595298233
2025-05-03T15:09:39.771214,11.76185976282731
2025-05-03T15:09:40.770539,76.09674785775286
2025-05-03T15:09:52.770816,28.36472665907651
2025-05-03T15:09:54.771034,49.81231711095796
2025-05-03T15:09:57.770599,62.64313612511948
2025-05-03T15:09:58.770451,57.88667124179771
2025-05-03T15:10:01.770876,61.13652833035158
2025-05-03T15:10:08.771538,58.85086331545638
2025-05-03T15:10:13.771907,80.79093133070131
2025-05-03T15:10:14.771066,6.647613746457326
2025-05-03T15:10:15.770080,50.175095176171865
2025-05-03T15:10:16.770931,87.75496580632914
2025-05-03T15:10:28.771050,75.51036077114102
2025-05-03T15:10:39.770931,91.43780770877112
2025-05-03T15:10:41.770385,11.699599196468801
2025-05-03T15:10:49.771299,89.45274538619759
2025-05-03T15:10:51.770124,35.511083303610114
2025-05-03T15:10:55.770347,91.39784807291774
2025-05-03T15:10:57.771032,64.90554266582488
2025-05-03T15:10:59.771311,21.451301817450187
2025-05-03T15:11:10.770547,72.15782861333106
2025-05-03T15:11:13.771571,49.95815290749138
2025-05-03T15:11:20.769800,99.97388087596319
2025-05-03T15:11:21.770594,76.70399592431949
2025-05-03T15:11:22.771178,84.6142746061771
2025-05-03T15:11:25.771211,3.7341269429024715
2025-05-03T15:11:33.770975,80.55549020103877
2025-05-03T15:11:36.770609,29.32991983222326
2025-05-03T15:11:39.770069,93.24653116697836
2025-05-03T15:11:43.770726,82.19050344653466
2025-05-03T15:11:44.770178,14.914281002854723
2025-05-03T15:11:46.769994,57.047850950137544
2025-05-03T15:11:47.770773,47.26502742858021
2025-05-03T15:11:53.770428,50.62115320823
2025-05-03T15:11:57.770019,49.524937866937414
2025-05-03T15:11:59.770097,83.5041533327762
2025-05-03T15:12:02.770232,40.03153652137155
2025-05-03T15:12:04.770206,77.5547836697163
2025-05-03T15:12:07.769820,18.11070407927061
2025-05-03T15:12:14.770580,73.24909782021183
2025-05-03T15:12:15.769696,61.68776616542145
2025-05-03T15:12:20.360517,80.84408793769265
2025-05-03T15:12:22.270634,86.99042796980294
2025-05-03T15:12:34.270514,50.086470532948205
2025-05-03T15:12:40.270170,6.842602037600698
2025-05-03T15:12:55.270314,35.53410330955808
2025-05-03T15:13:00.270943,85.84799327940388
2025-05-03T15:13:06.270148,90.7158788409402
2025-05-03T15:13:11.271210,19.46831379696502
2025-05-03T15:13:14.915712,99.9468878441625
2025-05-03T15:13:19.270449,74.24523569158723
2025-05-03T15:13:25.270205,45.924164080930666
2025-05-03T15:13:44.270598,26.92818535149828
2025-05-03T15:13:49.270321,0.6271498855911384
2025-05-03T15:14:01.270299,98.44119929818456
2025-05-03T15:14:05.271266,99.00699754049629
2025-05-03T15:14:26.271129,9.33902432654844
2025-05-03T15:14:27.271029,1.5252705498981167
2025-05-03T15:14:30.271454,11.97400448382222
